,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,0.0,256689922.17834195,676822417.8798552,1050212623.773707,1332890721.6715283,1118915892.9334662,1209170409.3783886,395128328.8158431,1970044575.8932397,1479490742.9336274,1047691698.1295093,944440907.7593222,1513775520.648592,1530190553.6243804,1169505831.3420477,1082262355.215086,1107285449.9394288,206215076.22704047,368944949.2978186,1554042868.3405144,393542606.7005984,1116015169.6482465,2253442985.690223,294198354.6549736,729351721.3190277,1053397357.2185203,1664946408.893671,884218468.9650788,1926761347.4179544,1125927002.4054403,275619574.8645259,1182872227.9165344,690727748.032309,247266025.55213806,850155303.7230988,1475585921.9894805,676319105.438819,1135563024.4087083,654461366.154189,1990515167.7306092,1527379848.6051977,987087335.3261311,1307215470.9818656,326471620.0988487,1511750773.4329486,1448700891.4158835,1219834828.6372921,329432373.02051693,781097123.8121068,834699355.4065232,3423046618.77341,229208140.20169201,1162066564.591146,323789046.9112764,3240228731.554166,395523035.5169698,1725877055.9526696,313519343.00983727,672150184.8534367,354519576.55058867,1682185797.1072068,1512472083.126873,1438959246.5322244,652435336.491961,1390802301.0450978,593927490.5716416,2137679454.8117971,689029299.2700986,1903500908.5930207,603080828.2064555,766972637.8098662,779584844.2389718,461646810.84172297,590076155.2115637,430437053.0080051,384741424.7203886,536400325.22357506,269899254.2724116,549801275.0044318,1075270731.871212,651367003.0344467,965895884.3331002,382846632.74106807,438538402.1112011,455415168.6282034,532121338.6698533,1817723925.7397535,1892615944.3431377,420801814.32113993,1181606404.5526657,1331078419.7503488,330151756.5773569,597045394.0533942,504107545.9419153,606255912.7634517,1349614304.6140935,1606157875.7609613,422758668.1465162,1748960771.7034028,2280825626.995922,879122677.8110563,442886292.1252743,637908618.3164638,282480868.61288124,975490195.8953017,869238691.0291526,198056846.12889603,512073927.6563556,809882777.3108723,1416437365.0335464,2076484828.1035252,389475430.76970416,2212720150.1478887,1753121436.9072137,682919238.4210564,491404470.7380649
1,256689922.17834195,0.0,792700587.628074,984559848.9033668,1401381459.0068288,1115600444.4569478,1233715355.0224993,459906274.6109106,2029704008.0180528,1486669440.6974492,1086442995.6261628,969018656.571828,1485280027.29573,1542215812.7354233,1180322039.2195241,1145859373.601848,1098829676.6831641,303570494.31473583,312723610.5643293,1580649848.9428349,410283056.632956,1153841355.4137905,2257326115.1592607,337366309.8564845,743092928.2926685,1077684758.9431195,1676775033.275989,856231447.4466887,1927509668.5541787,1056923474.5240589,304392522.6879128,1134788909.0165465,701571895.4047394,145466099.60159776,975637730.6195465,1505792256.5331507,708555128.7104344,1091102883.3026683,707879566.5542701,1989754921.0575233,1545215014.6268268,1040004405.0358591,1391589927.6846502,324498416.7630825,1502992225.8603952,1505821515.055534,1251799460.8292546,428280017.7566111,822997634.099146,854280422.8825511,3486114757.124141,189155105.4943095,1199806657.7038336,324454540.9534639,3190335302.596642,363796109.1583816,1802742708.516516,425720005.1046061,728529980.7437786,394666756.9228506,1645227655.6011298,1697000223.9884431,1471687534.5957086,846972816.4747182,1402432249.593168,609596387.3149455,2074345227.7171583,808845490.6728282,1924268507.0496385,476429676.80796206,814412415.0310947,823894122.8826643,580956976.8345447,687344823.6216022,439279246.8621904,545898171.7331582,559175541.1501443,269779975.5365961,603532479.7427983,1118255486.551778,710080612.6943187,1007824439.9013114,573753164.9922552,660325478.8227508,515988548.9487014,536709659.24426126,1811062050.7554257,1847678845.0189521,544766870.3922281,1193808552.0224543,1345913886.1923027,242019652.61395374,672350425.9361551,554530889.62932,721655798.970357,1299504181.3655946,1586287177.4312644,355119121.1139995,1805332511.4780617,2192196278.5446978,964795302.936399,490477853.45079505,748261389.7087128,169650625.2821766,1004576057.6569543,1000053900.6777637,205737972.10910773,565879316.169175,818768569.0453118,1468839707.730997,2048933563.2285237,329440627.4779407,2167638082.6592546,1729044134.9290314,788736236.0874491,514419428.5562779
2,676822417.8798552,792700587.628074,0.0,835190975.9246871,1138060951.0754943,707775939.4265307,897590836.1692685,466454070.6207327,1822070997.1468236,1327745855.8399959,904370931.0757782,730677520.1633003,1103618538.885892,1091323003.4546652,1030715134.2735839,983406729.7407587,767925147.1207241,607532762.9752314,753089708.8134677,1091775423.7608504,640017974.4209,880553339.9366965,1971815089.6523206,633055179.6004769,526411530.2801891,636055748.547718,1367082721.5155578,1004691280.8926029,1422804950.30053,904435896.2637854,657058666.8735574,933816914.2034111,898657227.8276528,744841147.4928124,822846179.9036644,1183824155.2072666,525116927.7960367,810683963.7106202,555355747.2528456,1874715063.0484304,1109987981.9962156,801672698.6217433,1260463230.7095797,654439606.361648,1250063330.8004081,1099170735.0006616,959472637.3698207,486482107.905329,541416194.8407905,700885139.6556721,3076674195.5740285,723169215.1981498,994547969.1966958,692116458.7394544,2950485142.8481426,721836287.4646044,1483850373.3785415,580058219.1224806,716418144.7143471,655351098.7850268,1191667827.235346,1108848008.9378889,1170194475.4302783,591291513.5674013,988585992.3124565,672494392.655958,1802028023.9207644,644690408.5740573,1595763533.092792,761387354.5425291,630132053.4839875,729512864.0033726,533160213.47368807,550953850.5689614,609074231.9522434,510381954.49484986,746125487.5008193,750937296.636542,633261251.2505182,1086684462.357919,769277948.0287559,674783818.0701284,486194382.7257297,509640748.09631354,598258744.9784532,686636898.9930841,1410148697.1838577,1645052765.725451,503558402.4748167,918755430.5602087,1069969473.9536191,780011770.3378165,597906374.3349715,616944225.4002277,500331618.4615525,1015662312.5211006,1453808841.925528,818855666.5242208,1574981030.406371,1951142483.2580914,856484366.304753,642746388.2723194,603043939.7438465,800286349.0870131,835210997.5906206,912614082.9185599,694137219.0236773,676028980.8075418,565827693.1644857,1027002728.6588305,1637520414.6600513,748682993.4205784,1946333599.947116,1585056983.46444,796540701.0267675,716026419.7677158
3,1050212623.773707,984559848.9033668,835190975.9246871,0.0,804779497.5502157,632300137.5211414,671395842.7238331,997963421.8770636,1068318712.1160332,999933081.0938551,908396948.0558641,722254325.1442076,818881143.2837142,892490821.5069461,798254712.8144283,672532851.9595985,746500633.1070671,861438558.9422797,1221226367.8494542,761214452.5568707,816267850.6051605,770731776.0762228,1258500885.8386579,953475268.1299826,742425315.9084768,813481925.2983081,1117689081.5690534,516677025.24195206,1062745787.7214922,815963600.5251867,916533422.3644537,753371815.2665136,907854578.8578987,908868548.4773724,1009734581.1586578,722387162.6039047,523550740.5431887,518744155.6408564,684732866.2053761,1204226483.2877038,785519576.5596343,511487295.2897856,968535975.0298301,763220876.030224,831219348.503989,699379471.4607978,694538062.53773,750968944.4116203,519057858.61396134,355070767.17234343,2662785998.5619764,1121273115.01061,829700836.0029744,928031140.0958979,2122038230.567829,710555994.5878056,1022090947.3713375,986060845.9060194,696833211.0382811,769753194.2610673,924602938.9765108,1282189065.342808,806624919.5964481,1106381668.5897572,738716777.7048696,724953524.9166414,1064428538.7052445,991391689.4305788,1251896597.8105035,1217283630.026287,645761601.1496744,789639112.5973283,929180538.1961495,883794897.5328149,844222298.8016682,1167986134.3533244,1162866584.0465276,1205145910.2348776,694013173.6569111,948310384.4610369,537262468.1946564,400696896.649543,1029858450.2044549,813513495.1274048,719298268.6316197,965623739.5031204,1019711480.1072613,823117356.6945294,765219914.8431928,504647211.7603978,560669674.2648023,1054339225.6301411,857420995.777446,761085006.8251776,864859021.8865885,610384403.5763702,654416030.1018355,1292076945.0954413,928454999.9656082,1254825755.1493568,982739609.707753,744477615.3124715,1242212153.2325525,1061158331.55267,582578756.0612535,1080497685.9702294,1140024619.2973938,736269075.2316474,841486379.7806692,922535808.9470284,1321350835.4593716,1229323082.9398928,1148789302.5720532,893306853.1119875,1362592345.619028,721331716.9126897
4,1332890721.6715283,1401381459.0068288,1138060951.0754943,804779497.5502157,0.0,772898242.2205827,593331755.1780452,1255943430.0285425,836367458.1319867,718069938.1411914,493931386.85029584,686355982.8867762,754535895.421408,1233334780.2536845,580639025.4233074,637082000.1082872,545144657.5380452,1082850877.0937753,1640792801.1010685,800829163.0650368,1195643358.9599962,881222377.6249009,970665265.9082645,1383897412.6474853,1023312964.8860623,698783730.7703062,686942575.2191961,709621596.9029965,1039236120.5720426,728001524.1559336,1318135903.967528,732929464.2805489,1485909626.1592808,1321141770.7728727,623535119.665789,1071168572.838635,910039049.4958265,881070316.5648003,906403819.7348166,781598013.1113966,641594236.3315114,746112228.9513843,181292836.9171529,988923292.0573343,320185711.1227245,370294367.1246247,643848350.2817594,1215474967.597864,800736050.9077175,723846193.6528864,2407146930.41508,1540082016.9212623,604127502.7083757,1356548005.065984,1960940447.0982628,1092768466.149235,636167903.0449846,1294949336.2733777,925759278.7987709,1130428963.26679,1203020323.9266777,1311711815.4758642,382173878.82577723,953163457.1370696,530126935.3333388,1067361314.3583797,830963625.074196,951582843.6133753,1139148854.2658715,1423100354.5347135,838172770.3277333,822638455.2219522,1151172550.5529208,1056857943.3421636,1193168129.582892,1353849579.3139496,1213433404.656992,1673626390.3518085,1024844578.572,437924130.8961135,827442080.6400098,761732199.186729,1149409206.783278,972472722.6237243,1068538226.8881681,1392529950.67433,1171108257.0384145,706648954.6567305,1135827220.2998219,948566005.1099629,1059701347.4110273,1313062406.3101246,1050172179.910306,1072020744.6643571,1055316627.992265,943265585.7239677,716523829.909692,1843521585.8489873,679759860.9220482,976470316.6364224,604730480.7636603,1048892615.596056,1225623738.3570316,1420350792.959641,801734274.5509459,860980152.2254851,1541861888.339956,1049695085.3534002,832933693.3784943,626567507.222504,1111307305.9781368,1699563814.8395724,962554444.7856377,488440320.68541646,1260590938.402729,1115911458.4510002
5,1118915892.9334662,1115600444.4569478,707775939.4265307,632300137.5211414,772898242.2205827,0.0,440793533.6758278,824691171.2163744,1365196052.6565516,919599743.8472762,566315331.805366,326432081.50984496,667522641.2669512,756657447.2697995,455160871.0266404,565600819.436209,301099064.67887455,1001271599.8455296,1344773858.6332958,663140743.4853039,860526108.7369276,621413430.6444691,1536219953.2661357,1036978519.1776034,508653926.32099265,444162007.57306206,854500242.2151935,885545938.926458,913145323.164852,410187144.2434376,1021030979.9199446,429174783.5495578,1031436305.6173179,1042523583.1399653,649395415.7254345,933755383.462274,504537585.0381689,486196515.3235845,505678832.67174846,1413779909.5147297,600331321.7097685,479205239.9353382,869892470.2010449,885114961.9330271,813776889.4043882,604777655.1889561,531009038.4011874,880532841.7420067,423362198.1493573,467967547.0447206,2533474867.77664,1231648378.687408,558561311.9530599,1020364765.5501486,2472674384.0686774,837235647.1813223,1065978000.3410424,883874230.8166814,458874129.38650626,821762841.8883141,769255379.9790212,1275950483.8592577,764127073.1663308,670551305.5079348,449979410.59704274,697882264.9344336,1369019092.8610468,557251464.5913641,1190968047.0346906,875520718.6266631,424273578.4749586,370944820.58721584,738459825.5222914,547989710.9642001,765478612.8239119,948116705.4239391,1002369772.0604961,1330931182.860222,573616624.9016463,627958546.9529977,577573410.1815434,405970993.26406085,740108851.4781996,732423765.8694043,682246682.0165918,798464144.2233088,1007283513.1903174,1168719248.3107336,733459030.0595847,682432681.6981453,757597653.0445342,1076236725.5766847,604713684.999749,679870355.8566856,604695872.9681988,616173347.4445305,983132867.0947893,1418119804.5538595,1105443115.067725,1464948720.731873,638716648.500662,805393496.8700107,871318012.9778758,1191628951.0841668,378490856.50123703,742270967.081155,1200364744.0489166,650617491.0146102,420464543.1963071,712822670.037313,1159589258.9464662,1323447465.6595726,1482552279.987706,1147421331.244531,851260453.488381,775745034.7940245
6,1209170409.3783886,1233715355.0224993,897590836.1692685,671395842.7238331,593331755.1780452,440793533.6758278,0.0,1004020996.5969328,1089920020.887993,1127776479.366822,439452431.85856646,273024318.8641387,453398656.98840326,808134574.0825037,567376127.8899301,271919662.1659812,387998847.4808259,1086971812.8798347,1379325861.8821452,393806471.31072724,993761383.6504755,672195224.0554222,1245837035.7583022,1188136700.8458698,720776279.5244544,719180390.933877,580122455.6285315,635971011.4912559,745512433.0712287,446708876.66170347,1144995973.813212,411927469.1232995,1010738659.1621383,1164143525.6512268,671667524.283607,626354704.4679201,778700369.9047345,458231656.9794666,665893715.6131612,1060035356.7072664,430869380.401526,295963555.38720244,674582476.8673309,960399128.7789563,640710034.7078546,466827322.3070989,155147536.91380042,1045036119.3625691,624111925.7796525,593771913.0935532,2448987698.1216917,1314240274.023168,692791091.9464887,1181441202.365835,2171601475.1268682,980592497.5451082,793896281.8370816,1070738038.6150758,594160829.2822746,957321233.0854003,788827535.6245632,1416727721.231897,544000474.0529394,836623189.4409046,285877550.7871136,800659299.5469494,1119897172.4847715,651402126.875146,870050706.9355506,1114813142.7602172,580419273.5111008,520723783.6340252,867684729.7523258,764601637.1787907,949633961.7094619,986242426.1825038,1117667035.6135638,1414925069.5209196,741187194.6343671,563581757.1694485,630468559.2007911,414622914.0552636,865640405.365628,852826867.7320553,835201913.2648411,1056347592.4300762,731985483.4175763,949324943.322881,924130069.6789992,437233003.1655326,780952439.5135677,1113345551.6649048,706903194.6627027,818651589.247768,741443166.1344827,416677193.2011344,796133007.438621,1534252680.1822531,1014061009.1510931,1254041917.3719077,714665880.5706594,941638578.7016869,1107060801.1923277,1276007705.463213,364703660.62715364,840918106.2080497,1313537349.6080542,823758358.2848958,505800366.01460326,637444776.5654969,919234675.6142353,1402007787.5704122,1189083046.2292802,829792310.4913282,1086388550.2446866,908030946.5431118
7,395128328.8158431,459906274.6109106,466454070.6207327,997963421.8770636,1255943430.0285425,824691171.2163744,1004020996.5969328,0.0,1951630814.1374643,1276135550.2265453,895578878.2121266,737048451.6160865,1313486773.520095,1223911806.454375,955799492.2855619,914461172.634114,868186208.8005222,483280924.48711556,601983008.7948235,1288276573.591232,447226751.33857954,1145285209.7159812,2062984145.839066,443827619.9244836,440816605.4691466,780960624.7290251,1448000944.9168754,1010113890.4716343,1617157866.5900366,926770153.3827041,452491953.1871957,925202041.2638474,746577685.1399173,412115941.88460374,856943358.8674777,1303731052.5062425,540487889.0381988,973649586.9588224,430205962.92275876,1839256820.6496913,1245154377.1909344,791629231.693138,1255443210.7789767,531658588.84831136,1291038153.1374617,1265794389.6308036,972441434.6843379,431575590.708786,569776436.8949273,783954216.8921701,3243661949.250814,483675248.77892107,1223535891.4647095,421145179.1345036,2989901290.169378,536466658.5723407,1721789325.2960103,328991385.2352383,560976054.6584793,438158522.68543196,1335028066.2650268,1340624057.1563048,1387868714.1500847,571209755.8171874,1101446442.6186488,513314712.1109985,1952242322.1728866,700642925.3125788,1824884966.700341,386947375.3615019,562718896.6687737,607389722.2119222,424799649.9389978,395942746.4470121,409430796.37775135,444814412.66010857,625934545.647845,540466024.5354695,451955383.1983174,1034561442.1030895,665722512.2535836,757934198.7564017,339681343.684537,507986498.6878794,383954465.62225115,352951671.6697144,1551922940.1962104,1754371744.6188455,297232507.31074643,1057765984.4673959,1155893448.1975715,475701933.51258224,480745476.1858785,440325494.67628014,388425110.87243026,1138894285.1795,1444606447.9927034,670043102.0931481,1742995861.8470519,2080997788.0262995,880380451.2140995,516941884.7034656,473540539.2260539,500589133.87835157,702639042.6831257,958454546.4289856,440851478.5558024,482120777.22255796,640255520.9233111,1222327355.8796873,1827898642.3061874,644505268.3665622,2125686319.173795,1620805059.0967197,676084261.5993345,568576585.9447962
8,1970044575.8932397,2029704008.0180528,1822070997.1468236,1068318712.1160332,836367458.1319867,1365196052.6565516,1089920020.887993,1951630814.1374643,0.0,1128546222.560899,1257158261.0739598,1324834030.3398829,833973829.1370195,1432884744.923464,1269449003.804704,1133767862.4778209,1200023011.3361852,1685550515.7655528,2326448671.298033,986073861.7670809,1828665883.2689857,1128055787.9281466,552836047.6771269,2061006151.7345676,1730990721.6647317,1396600605.338068,871334272.2922754,979871674.2273319,1015642248.7956375,1366224407.3649106,1973236531.9779587,1308306651.3366203,1903526061.1617162,1935065555.2938416,1409514768.790014,1081490234.5710857,1448432224.2882466,1110870135.3750992,1553136854.2891846,596875021.8551528,1037353809.264768,1121820999.783,913223954.38689,1567535740.3251858,798154927.6280386,873932689.8395385,1103018787.915904,1778586151.031373,1336665622.6221914,1160179691.0933878,2346184835.7189407,2182910074.100176,1078081786.0751553,2006316513.8588247,1350665577.3879194,1707355167.9154882,720526722.4030135,1964650279.7928135,1488618400.122289,1700951493.900636,1284903747.9013665,1707796338.796722,738884225.2438297,1758004098.381,1135088119.1348817,1676904274.1646059,482048718.20479935,1660305078.082034,825349048.711594,2162709612.337908,1442450176.7665224,1427227853.9096763,1836690336.105612,1737193239.38875,1818585455.496866,1987530355.1067388,1884987888.4606864,2340833940.7084513,1571965669.205659,1211560221.5533278,1304663392.2384968,1180765163.4770467,1873972364.3143358,1563753286.208642,1647842549.042637,2022158904.0696986,924848783.9901537,576195342.9535818,1725734179.0571594,1030939203.4714904,1047451555.3722718,1973184563.2435236,1687692498.3349154,1646995801.6744742,1765365849.7950704,1082087814.1503847,943756284.2785395,2553477757.2899175,374099026.7546179,519378342.25349265,1306868814.9675605,1684794513.6040266,2040066080.8687904,2082768161.8890743,1198889068.9184074,1549669824.74319,2188323470.4261537,1664223523.7142546,1517226079.859635,1078104441.933335,1011193725.9845672,2391240233.8365436,423699020.51955503,601337918.4404118,1927033521.4881222,1727301250.6752527
9,1479490742.9336274,1486669440.6974492,1327745855.8399959,999933081.0938551,718069938.1411914,919599743.8472762,1127776479.366822,1276135550.2265453,1128546222.560899,0.0,939951670.0056803,957090165.1653525,1376641485.1363707,1492980168.2537713,812126628.2870469,1125036889.1350496,839571866.5869799,1231095901.7726157,1842606067.4974833,1472459419.93977,1348014168.5094411,1154085811.314545,1156131162.2822516,1592368131.3562157,1122016672.4162128,843149605.4849724,1284886284.3116977,809514189.1137372,1648506340.8934934,1033123238.7481592,1535275607.180131,971153641.088511,1588304055.1806324,1344351864.068528,979777606.3303679,1710209104.3967257,985548245.5917042,1139040585.1006305,1019971067.762412,938256012.6762716,1239691756.6639178,953274946.4406779,648668778.9747139,1039681536.7091928,835041984.975815,983986776.2922864,1190770559.027859,1388700798.3261113,936618147.2361331,810658996.1610019,2899142653.759361,1701024901.6690881,911285908.264646,1538067705.539265,1990006118.3942826,1225421117.6909332,1312705164.6198478,1444055267.1504135,1006367014.5099028,1225994149.5902553,1486153309.0835254,1594518779.6517498,1059858501.5813478,1051940068.687551,1127590047.020615,1198589128.2596815,1056888945.9632694,1104709473.2065144,1770234831.5586953,1454906143.182128,924931461.0998924,895760230.6588501,1303162672.381287,1094393620.3583024,1317668387.3172452,1505027036.126698,1409318418.3563914,1809374856.3641908,1078729040.0391378,850611225.3409144,934341426.5790217,966577220.5394279,1249899692.622905,1059719109.7930019,1119522817.2693317,1303542012.613327,1832553873.4620745,818972792.8967125,1187853303.7742016,1160782421.929758,1283544775.6146061,1478702865.1103265,1189445520.098859,1157635197.3185759,1164352419.2526991,1267672921.9484684,621053340.3696437,1968250083.652119,1066183466.1829232,1287753240.1366873,779207642.9682777,1195867558.6826403,1333269058.4001622,1573616638.464334,926192873.8383515,1107110803.4017155,1680675083.1180987,1204908210.4219642,978182396.1253471,1172005573.8296247,1749493012.0296972,1857373938.70225,1133665524.5048075,677288913.7693747,1267275592.3996131,1258106074.7369456
